Jun 22 11:03:40.646 WARN Ethereum 2.0 is pre-release. This software is experimental.
Jun 22 11:03:40.646 INFO Using default testnet                   default: witti-v0-11-3
Jun 22 11:17:36.183 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmHYwuhqSqiwS5dMBaaJPk28Lo6K9DJhpgBdMWNV1C4mVH, service: libp2p
Jun 22 11:17:42.002 INFO Syncing                                 est_time: 48 mins, speed: 56.00 slots/sec, distance: 161317 slots (3 weeks 1 days), peers: 38, service: slot_notifier
Jun 22 11:17:54.001 INFO Syncing                                 est_time: 45 mins, speed: 58.67 slots/sec, distance: 160550 slots (3 weeks 1 days), peers: 38, service: slot_notifier
Jun 22 11:18:06.001 INFO Syncing                                 est_time: 46 mins, speed: 57.29 slots/sec, distance: 159849 slots (3 weeks 1 days), peers: 39, service: slot_notifier
Jun 22 11:18:18.001 INFO Syncing                                 est_time: 47 mins, speed: 55.98 slots/sec, distance: 159209 slots (3 weeks 1 days), peers: 39, service: slot_notifier
Jun 22 11:18:30.001 INFO Syncing                                 est_time: 45 mins, speed: 58.67 slots/sec, distance: 158505 slots (3 weeks 1 days), peers: 39, service: slot_notifier
Jun 22 11:18:33.834 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmNL6L5nmaDeQun8TRUpSQNERrswEsyh1FAAuiqTXZ2E5T, service: libp2p
Jun 22 11:18:34.311 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmHYwuhqSqiwS5dMBaaJPk28Lo6K9DJhpgBdMWNV1C4mVH, service: libp2p
Jun 22 11:18:34.339 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmRKNdBYETViNzz6kvxy8qETdDa6ikDw5MBNfuYDhKLuef, service: libp2p
Jun 22 11:18:42.001 INFO Syncing                                 est_time: 59 mins, speed: 44.67 slots/sec, distance: 158410 slots (3 weeks 1 days), peers: 39, service: slot_notifier
Jun 22 11:18:54.001 INFO Syncing                                 est_time: 1 hrs 24 mins, speed: 31.38 slots/sec, distance: 158347 slots (3 weeks 0 days), peers: 40, service: slot_notifier
Jun 22 11:19:06.001 INFO Syncing                                 est_time: 1 hrs 49 mins, speed: 24.02 slots/sec, distance: 158060 slots (3 weeks 0 days), peers: 40, service: slot_notifier
Jun 22 11:19:18.001 INFO Syncing                                 est_time: 3 hrs 17 mins, speed: 13.31 slots/sec, distance: 157870 slots (3 weeks 0 days), peers: 40, service: slot_notifier
Jun 22 11:19:30.001 INFO Syncing                                 est_time: 2 hrs 51 mins, speed: 15.33 slots/sec, distance: 157678 slots (3 weeks 0 days), peers: 40, service: slot_notifier
Jun 22 11:19:34.421 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmCVbB3Mp2H4sAao5mNRggPiQAPjyLqyzmovLBeA6K8x2C, service: libp2p
Jun 22 11:19:34.478 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmDv9jypCFULNtocCEFsNwSJmKbPvMNT1jJ2jHzVwXuJF7, service: libp2p
Jun 22 11:19:34.645 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmHu4WjwoULM5iovvtdgGkB96Fi3iYbPAUKT6UN1tsJg1f, service: libp2p
Jun 22 11:19:42.001 INFO Syncing                                 est_time: 2 hrs 37 mins, speed: 16.63 slots/sec, distance: 157553 slots (3 weeks 0 days), peers: 40, service: slot_notifier
Jun 22 11:19:54.001 INFO Syncing                                 est_time: 3 hrs 51 mins, speed: 11.33 slots/sec, distance: 157520 slots (3 weeks 0 days), peers: 40, service: slot_notifier
Jun 22 11:20:05.836 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmCVbB3Mp2H4sAao5mNRggPiQAPjyLqyzmovLBeA6K8x2C, service: libp2p
Jun 22 11:20:05.902 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmDv9jypCFULNtocCEFsNwSJmKbPvMNT1jJ2jHzVwXuJF7, service: libp2p
Jun 22 11:20:06.001 INFO Syncing                                 est_time: 2 hrs 43 mins, speed: 16.02 slots/sec, distance: 157105 slots (3 weeks 0 days), peers: 41, service: slot_notifier
Jun 22 11:20:06.200 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmHu4WjwoULM5iovvtdgGkB96Fi3iYbPAUKT6UN1tsJg1f, service: libp2p
Jun 22 11:20:06.648 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmRKNdBYETViNzz6kvxy8qETdDa6ikDw5MBNfuYDhKLuef, service: libp2p
Jun 22 11:20:18.002 INFO Syncing                                 est_time: 2 hrs 30 mins, speed: 17.33 slots/sec, distance: 156850 slots (3 weeks 0 days), peers: 40, service: slot_notifier
Jun 22 11:20:30.001 INFO Syncing                                 est_time: 1 hrs 54 mins, speed: 22.71 slots/sec, distance: 156467 slots (3 weeks 0 days), peers: 40, service: slot_notifier
Jun 22 11:20:42.001 INFO Syncing                                 est_time: 1 hrs 35 mins, speed: 27.33 slots/sec, distance: 156212 slots (3 weeks 0 days), peers: 40, service: slot_notifier
Jun 22 11:20:54.001 INFO Syncing                                 est_time: 1 hrs 48 mins, speed: 23.98 slots/sec, distance: 155958 slots (3 weeks 0 days), peers: 40, service: slot_notifier
Jun 22 11:20:54.238 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmCVbB3Mp2H4sAao5mNRggPiQAPjyLqyzmovLBeA6K8x2C, service: libp2p
Jun 22 11:20:54.299 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmDv9jypCFULNtocCEFsNwSJmKbPvMNT1jJ2jHzVwXuJF7, service: libp2p
Jun 22 11:20:54.424 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmHu4WjwoULM5iovvtdgGkB96Fi3iYbPAUKT6UN1tsJg1f, service: libp2p
Jun 22 11:21:06.001 INFO Syncing                                 est_time: 2 hrs 14 mins, speed: 19.33 slots/sec, distance: 155926 slots (3 weeks 0 days), peers: 40, service: slot_notifier
Jun 22 11:21:18.001 INFO Syncing                                 est_time: 2 hrs 24 mins, speed: 18.00 slots/sec, distance: 155607 slots (3 weeks 0 days), peers: 40, service: slot_notifier
Jun 22 11:21:30.001 INFO Syncing                                 est_time: 2 hrs 18 mins, speed: 18.67 slots/sec, distance: 155320 slots (3 weeks 0 days), peers: 40, service: slot_notifier
Jun 22 11:21:39.378 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmCVbB3Mp2H4sAao5mNRggPiQAPjyLqyzmovLBeA6K8x2C, service: libp2p
Jun 22 11:21:39.433 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmDv9jypCFULNtocCEFsNwSJmKbPvMNT1jJ2jHzVwXuJF7, service: libp2p
Jun 22 11:21:41.156 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmHu4WjwoULM5iovvtdgGkB96Fi3iYbPAUKT6UN1tsJg1f, service: libp2p
Jun 22 11:21:42.001 INFO Syncing                                 est_time: 2 hrs 9 mins, speed: 20.02 slots/sec, distance: 155001 slots (3 weeks 0 days), peers: 40, service: slot_notifier
Jun 22 11:21:54.001 INFO Syncing                                 est_time: 2 hrs 1 mins, speed: 21.33 slots/sec, distance: 154906 slots (3 weeks 0 days), peers: 40, service: slot_notifier
Jun 22 11:22:06.001 INFO Syncing                                 est_time: 1 hrs 44 mins, speed: 24.65 slots/sec, distance: 154428 slots (3 weeks 0 days), peers: 41, service: slot_notifier
Jun 22 11:22:18.001 INFO Syncing                                 est_time: 1 hrs 31 mins, speed: 28.00 slots/sec, distance: 153980 slots (3 weeks 0 days), peers: 41, service: slot_notifier
Jun 22 11:22:22.063 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmCVbB3Mp2H4sAao5mNRggPiQAPjyLqyzmovLBeA6K8x2C, service: libp2p
Jun 22 11:22:22.119 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmDv9jypCFULNtocCEFsNwSJmKbPvMNT1jJ2jHzVwXuJF7, service: libp2p
Jun 22 11:22:22.289 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmHu4WjwoULM5iovvtdgGkB96Fi3iYbPAUKT6UN1tsJg1f, service: libp2p
Jun 22 11:22:30.001 INFO Syncing                                 est_time: 1 hrs 53 mins, speed: 22.67 slots/sec, distance: 153917 slots (3 weeks 0 days), peers: 41, service: slot_notifier
Jun 22 11:22:42.001 INFO Syncing                                 est_time: 1 hrs 43 mins, speed: 24.67 slots/sec, distance: 153726 slots (3 weeks 0 days), peers: 41, service: slot_notifier
Jun 22 11:22:54.001 INFO Syncing                                 est_time: 2 hrs 7 mins, speed: 20.00 slots/sec, distance: 153472 slots (3 weeks 0 days), peers: 41, service: slot_notifier
Jun 22 11:23:06.001 INFO Syncing                                 est_time: 2 hrs 39 mins, speed: 16.00 slots/sec, distance: 153216 slots (3 weeks 0 days), peers: 41, service: slot_notifier
Jun 22 11:23:12.894 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmCVbB3Mp2H4sAao5mNRggPiQAPjyLqyzmovLBeA6K8x2C, service: libp2p
Jun 22 11:23:12.959 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmDv9jypCFULNtocCEFsNwSJmKbPvMNT1jJ2jHzVwXuJF7, service: libp2p
Jun 22 11:23:13.098 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmHu4WjwoULM5iovvtdgGkB96Fi3iYbPAUKT6UN1tsJg1f, service: libp2p
Jun 22 11:23:18.012 INFO Syncing                                 est_time: 1 hrs 35 mins, speed: 26.64 slots/sec, distance: 152642 slots (3 weeks 0 days), peers: 41, service: slot_notifier
Jun 22 11:23:30.001 INFO Syncing                                 est_time: 1 hrs 7 mins, speed: 37.34 slots/sec, distance: 151938 slots (3 weeks 0 days), peers: 41, service: slot_notifier
Jun 22 11:23:42.001 INFO Syncing                                 est_time: 52 mins, speed: 48.02 slots/sec, distance: 151171 slots (2 weeks 6 days), peers: 41, service: slot_notifier
Jun 22 11:23:54.001 INFO Syncing                                 est_time: 41 mins, speed: 60.00 slots/sec, distance: 150340 slots (2 weeks 6 days), peers: 42, service: slot_notifier
Jun 22 11:24:02.242 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmHu4WjwoULM5iovvtdgGkB96Fi3iYbPAUKT6UN1tsJg1f, service: libp2p
Jun 22 11:24:02.420 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmNL6L5nmaDeQun8TRUpSQNERrswEsyh1FAAuiqTXZ2E5T, service: libp2p
Jun 22 11:24:06.001 INFO Syncing                                 est_time: 38 mins, speed: 64.04 slots/sec, distance: 149573 slots (2 weeks 6 days), peers: 42, service: slot_notifier
Jun 22 11:24:18.002 INFO Syncing                                 est_time: 41 mins, speed: 60.00 slots/sec, distance: 149062 slots (2 weeks 6 days), peers: 42, service: slot_notifier
Jun 22 11:24:30.001 INFO Syncing                                 est_time: 42 mins, speed: 58.67 slots/sec, distance: 148359 slots (2 weeks 6 days), peers: 42, service: slot_notifier
Jun 22 11:24:39.471 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmCVbB3Mp2H4sAao5mNRggPiQAPjyLqyzmovLBeA6K8x2C, service: libp2p
Jun 22 11:24:39.586 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmDv9jypCFULNtocCEFsNwSJmKbPvMNT1jJ2jHzVwXuJF7, service: libp2p
Jun 22 11:24:39.737 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmHu4WjwoULM5iovvtdgGkB96Fi3iYbPAUKT6UN1tsJg1f, service: libp2p
Jun 22 11:24:42.001 INFO Syncing                                 est_time: 43 mins, speed: 55.98 slots/sec, distance: 147657 slots (2 weeks 6 days), peers: 42, service: slot_notifier
Jun 22 11:24:54.001 INFO Syncing                                 est_time: 48 mins, speed: 50.65 slots/sec, distance: 147146 slots (2 weeks 6 days), peers: 42, service: slot_notifier
Jun 22 11:25:06.002 INFO Syncing                                 est_time: 50 mins, speed: 48.00 slots/sec, distance: 146762 slots (2 weeks 6 days), peers: 43, service: slot_notifier
Jun 22 11:25:06.004 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmNL6L5nmaDeQun8TRUpSQNERrswEsyh1FAAuiqTXZ2E5T, service: libp2p
Jun 22 11:25:18.001 INFO Syncing                                 est_time: 1 hrs 3 mins, speed: 38.67 slots/sec, distance: 146507 slots (2 weeks 6 days), peers: 42, service: slot_notifier
Jun 22 11:25:30.001 INFO Syncing                                 est_time: 1 hrs 21 mins, speed: 30.02 slots/sec, distance: 146220 slots (2 weeks 6 days), peers: 43, service: slot_notifier
Jun 22 11:25:42.001 INFO Syncing                                 est_time: 1 hrs 12 mins, speed: 33.36 slots/sec, distance: 145549 slots (2 weeks 6 days), peers: 43, service: slot_notifier
Jun 22 11:25:54.001 INFO Syncing                                 est_time: 1 hrs 19 mins, speed: 30.54 slots/sec, distance: 145300 slots (2 weeks 6 days), peers: 43, service: slot_notifier
Jun 22 11:26:06.001 INFO Syncing                                 est_time: 1 hrs 9 mins, speed: 34.67 slots/sec, distance: 144847 slots (2 weeks 6 days), peers: 43, service: slot_notifier
Jun 22 11:26:08.618 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmNL6L5nmaDeQun8TRUpSQNERrswEsyh1FAAuiqTXZ2E5T, service: libp2p
Jun 22 11:26:18.001 INFO Syncing                                 est_time: 1 hrs 5 mins, speed: 36.67 slots/sec, distance: 144464 slots (2 weeks 6 days), peers: 43, service: slot_notifier
Jun 22 11:26:27.995 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmCVbB3Mp2H4sAao5mNRggPiQAPjyLqyzmovLBeA6K8x2C, service: libp2p
Jun 22 11:26:28.039 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmDv9jypCFULNtocCEFsNwSJmKbPvMNT1jJ2jHzVwXuJF7, service: libp2p
Jun 22 11:26:29.313 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmHu4WjwoULM5iovvtdgGkB96Fi3iYbPAUKT6UN1tsJg1f, service: libp2p
Jun 22 11:26:30.001 INFO Syncing                                 est_time: 1 hrs 30 mins, speed: 26.67 slots/sec, distance: 144273 slots (2 weeks 6 days), peers: 43, service: slot_notifier
Jun 22 11:26:42.001 INFO Syncing                                 est_time: 1 hrs 27 mins, speed: 27.46 slots/sec, distance: 143986 slots (2 weeks 5 days), peers: 43, service: slot_notifier
Jun 22 11:26:54.002 INFO Syncing                                 est_time: 1 hrs 34 mins, speed: 25.29 slots/sec, distance: 143637 slots (2 weeks 5 days), peers: 43, service: slot_notifier
Jun 22 11:26:59.767 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmNL6L5nmaDeQun8TRUpSQNERrswEsyh1FAAuiqTXZ2E5T, service: libp2p
Jun 22 11:27:06.002 INFO Syncing                                 est_time: 1 hrs 52 mins, speed: 21.31 slots/sec, distance: 143445 slots (2 weeks 5 days), peers: 44, service: slot_notifier
Jun 22 11:27:18.001 INFO Syncing                                 est_time: 1 hrs 39 mins, speed: 24.00 slots/sec, distance: 143125 slots (2 weeks 5 days), peers: 44, service: slot_notifier
Jun 22 11:27:30.001 INFO Syncing                                 est_time: 1 hrs 22 mins, speed: 28.67 slots/sec, distance: 142614 slots (2 weeks 5 days), peers: 44, service: slot_notifier
Jun 22 11:27:42.002 INFO Syncing                                 est_time: 1 hrs 10 mins, speed: 33.35 slots/sec, distance: 142040 slots (2 weeks 5 days), peers: 45, service: slot_notifier
Jun 22 11:27:54.001 INFO Syncing                                 est_time: 1 hrs 3 mins, speed: 37.36 slots/sec, distance: 141656 slots (2 weeks 5 days), peers: 45, service: slot_notifier
Jun 22 11:28:06.001 INFO Syncing                                 est_time: 1 hrs 3 mins, speed: 37.31 slots/sec, distance: 141338 slots (2 weeks 5 days), peers: 45, service: slot_notifier
Jun 22 11:28:08.091 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmNL6L5nmaDeQun8TRUpSQNERrswEsyh1FAAuiqTXZ2E5T, service: libp2p
Jun 22 11:28:18.001 INFO Syncing                                 est_time: 1 hrs 10 mins, speed: 33.33 slots/sec, distance: 141018 slots (2 weeks 5 days), peers: 45, service: slot_notifier
Jun 22 11:28:30.001 INFO Syncing                                 est_time: 1 hrs 27 mins, speed: 26.67 slots/sec, distance: 140764 slots (2 weeks 5 days), peers: 45, service: slot_notifier
Jun 22 11:28:41.196 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmCVbB3Mp2H4sAao5mNRggPiQAPjyLqyzmovLBeA6K8x2C, service: libp2p
Jun 22 11:28:41.278 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmDv9jypCFULNtocCEFsNwSJmKbPvMNT1jJ2jHzVwXuJF7, service: libp2p
Jun 22 11:28:41.407 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmHu4WjwoULM5iovvtdgGkB96Fi3iYbPAUKT6UN1tsJg1f, service: libp2p
Jun 22 11:28:42.001 INFO Syncing                                 est_time: 1 hrs 34 mins, speed: 24.67 slots/sec, distance: 140476 slots (2 weeks 5 days), peers: 45, service: slot_notifier
Jun 22 11:28:54.001 INFO Syncing                                 est_time: 1 hrs 27 mins, speed: 26.69 slots/sec, distance: 140061 slots (2 weeks 5 days), peers: 45, service: slot_notifier
Jun 22 11:29:06.001 INFO Syncing                                 est_time: 1 hrs 31 mins, speed: 25.33 slots/sec, distance: 139806 slots (2 weeks 5 days), peers: 44, service: slot_notifier
Jun 22 11:29:18.001 INFO Syncing                                 est_time: 1 hrs 31 mins, speed: 25.36 slots/sec, distance: 139551 slots (2 weeks 5 days), peers: 44, service: slot_notifier
Jun 22 11:29:30.001 INFO Syncing                                 est_time: 1 hrs 29 mins, speed: 26.00 slots/sec, distance: 139232 slots (2 weeks 5 days), peers: 44, service: slot_notifier
Jun 22 11:29:30.105 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmCVbB3Mp2H4sAao5mNRggPiQAPjyLqyzmovLBeA6K8x2C, service: libp2p
Jun 22 11:29:30.156 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmDv9jypCFULNtocCEFsNwSJmKbPvMNT1jJ2jHzVwXuJF7, service: libp2p
Jun 22 11:29:30.349 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmHu4WjwoULM5iovvtdgGkB96Fi3iYbPAUKT6UN1tsJg1f, service: libp2p
Jun 22 11:29:42.001 INFO Syncing                                 est_time: 1 hrs 22 mins, speed: 28.00 slots/sec, distance: 138721 slots (2 weeks 5 days), peers: 44, service: slot_notifier
Jun 22 11:29:54.001 INFO Syncing                                 est_time: 1 hrs 1 mins, speed: 37.33 slots/sec, distance: 138018 slots (2 weeks 5 days), peers: 45, service: slot_notifier
Jun 22 11:30:06.001 INFO Syncing                                 est_time: 49 mins, speed: 46.67 slots/sec, distance: 137315 slots (2 weeks 5 days), peers: 45, service: slot_notifier
Jun 22 11:30:10.997 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmCVbB3Mp2H4sAao5mNRggPiQAPjyLqyzmovLBeA6K8x2C, service: libp2p
Jun 22 11:30:11.046 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmDv9jypCFULNtocCEFsNwSJmKbPvMNT1jJ2jHzVwXuJF7, service: libp2p
Jun 22 11:30:11.217 WARN Disconnecting and banning peer          timeout: 30s, peer_id: 16Uiu2HAmHu4WjwoULM5iovvtdgGkB96Fi3iYbPAUKT6UN1tsJg1f, service: libp2p
Jun 22 11:30:18.001 INFO Syncing                                 est_time: 41 mins, speed: 54.63 slots/sec, distance: 136614 slots (2 weeks 4 days), peers: 45, service: slot_notifier
Jun 22 11:30:30.001 INFO Syncing                                 est_time: 38 mins, speed: 58.67 slots/sec, distance: 135909 slots (2 weeks 4 days), peers: 45, service: slot_notifier
Jun 22 11:30:42.001 INFO Syncing                                 est_time: 38 mins, speed: 58.67 slots/sec, distance: 135206 slots (2 weeks 4 days), peers: 45, service: slot_notifier
Jun 22 11:30:54.001 INFO Syncing                                 est_time: 37 mins, speed: 60.00 slots/sec, distance: 134439 slots (2 weeks 4 days), peers: 45, service: slot_notifier
