2020-06-23 11:20:16  Starting OpenEthereum/v3.0.1-stable-8ca8089e9b-20200601/x86_64-unknown-linux-gnu/rustc1.43.1
2020-06-23 11:20:16  Keys path /home/user/.local/share/io.parity.ethereum/keys/goerli
2020-06-23 11:20:16  DB path /home/user/.local/share/io.parity.ethereum/chains/goerli/db/b1d518969eab529d
2020-06-23 11:20:16  State DB configuration: fast
2020-06-23 11:20:16  Operating mode: active
2020-06-23 11:20:16  Configured for Görli Testnet using Clique engine
2020-06-23 11:20:16  Updater is deprecated and may be removed in a future release. Please see #11696 for details:
https://github.com/openethereum/openethereum/issues/11696
2020-06-23 11:20:21  Public node URL: enode://8c5c4dec9a0728c7058d3c29698bae888adc244e443cebc21f3d708a20751511acbf98a52b5e5ea472f8715c658913e8084123461fd187a4980a0600420b0791@10.67.38.7:30303
2020-06-23 11:20:46     0/25 peers   920 bytes chain   91 KiB db  0 bytes queue 752 bytes sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:30:16  Syncing  #445222 0xbc6a…c816   626.20 blk/s  513.2 tx/s   47.4 Mgas/s      0+16416 Qed   #461646    7/25 peers      3 MiB chain  141 MiB db   47 MiB queue   30 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:30:21  Syncing  #448244 0xee36…7f0c   604.40 blk/s  351.4 tx/s   32.4 Mgas/s      0+13392 Qed   #461646    7/25 peers      5 MiB chain  142 MiB db   39 MiB queue   30 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:30:26  Syncing  #449809 0xa490…35ff   312.80 blk/s  322.2 tx/s   43.4 Mgas/s      0+14503 Qed   #464317    7/25 peers      3 MiB chain  142 MiB db   40 MiB queue   28 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:30:31  Syncing  #452753 0x3448…5177   588.80 blk/s  444.2 tx/s   34.4 Mgas/s      0+16767 Qed   #469521    7/25 peers      6 MiB chain  141 MiB db   49 MiB queue   30 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:30:36  Syncing  #454835 0xec7b…3969   416.40 blk/s  442.8 tx/s   62.4 Mgas/s      0+14679 Qed   #469521    7/25 peers      3 MiB chain  141 MiB db   42 MiB queue   30 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:30:41  Syncing  #458873 0xf9f2…40fc   807.60 blk/s  303.4 tx/s   41.1 Mgas/s      0+14456 Qed   #473330    7/25 peers      5 MiB chain  141 MiB db   43 MiB queue   27 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:30:46  Syncing  #459458 0xdafc…330e   117.20 blk/s  379.6 tx/s   54.9 Mgas/s      0+14376 Qed   #473838    6/25 peers      5 MiB chain  141 MiB db   40 MiB queue   27 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:30:51  Syncing  #460585 0xb538…406f   225.02 blk/s  389.5 tx/s   57.3 Mgas/s      0+18842 Qed   #479432    8/25 peers      5 MiB chain  141 MiB db   50 MiB queue   35 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:30:56  Syncing  #464358 0x129c…3969   755.36 blk/s  337.1 tx/s   35.1 Mgas/s      0+15074 Qed   #479432    8/25 peers      6 MiB chain  141 MiB db   42 MiB queue   35 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:31:01  Syncing  #466184 0x254c…758c   365.40 blk/s  382.2 tx/s   50.5 Mgas/s      0+17931 Qed   #484125    8/25 peers      2 MiB chain  141 MiB db   49 MiB queue   30 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:31:06  Syncing  #468702 0xd672…a2d7   503.30 blk/s  326.5 tx/s   40.6 Mgas/s      0+15423 Qed   #484125    7/25 peers      3 MiB chain  141 MiB db   43 MiB queue   30 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:31:11  Syncing  #470637 0xce45…47e5   387.20 blk/s  481.8 tx/s   50.3 Mgas/s      0+15529 Qed   #486175    7/25 peers      3 MiB chain  141 MiB db   41 MiB queue   31 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:31:16  Syncing  #473843 0x9c5e…96d9   641.00 blk/s  315.2 tx/s   33.2 Mgas/s      0+14854 Qed   #488704    7/25 peers      3 MiB chain  140 MiB db   43 MiB queue   37 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:31:21  Syncing  #476132 0x0175…2615   458.00 blk/s  296.2 tx/s   50.1 Mgas/s      0+19549 Qed   #495691    7/25 peers      6 MiB chain  140 MiB db   55 MiB queue   30 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:31:26  Syncing  #478144 0xe04d…6b71   402.20 blk/s  348.2 tx/s   46.5 Mgas/s      0+17545 Qed   #495691    7/25 peers      6 MiB chain  140 MiB db   49 MiB queue   30 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:31:31  Syncing  #481701 0x9cac…70c3   711.26 blk/s  555.9 tx/s   43.9 Mgas/s      0+13981 Qed   #495691    7/25 peers      5 MiB chain  140 MiB db   40 MiB queue   30 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:31:36  Syncing  #485529 0x553e…5063   765.60 blk/s  225.8 tx/s   52.4 Mgas/s      0+13192 Qed   #498730    6/25 peers      6 MiB chain  140 MiB db   36 MiB queue   28 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:31:41  Syncing  #487794 0x3913…01e6   453.20 blk/s  276.0 tx/s   67.1 Mgas/s      0+17909 Qed   #505715    7/25 peers      5 MiB chain  141 MiB db   50 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:31:46  Syncing  #489424 0x7eaf…dc82   326.00 blk/s  340.6 tx/s   55.3 Mgas/s      0+16289 Qed   #505715    7/25 peers      5 MiB chain  141 MiB db   44 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:31:51  Syncing  #492616 0x113a…e76b   638.40 blk/s  299.6 tx/s   43.5 Mgas/s      0+15002 Qed   #507620    7/25 peers      5 MiB chain  141 MiB db   40 MiB queue   33 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:31:56  Syncing  #494760 0xf17a…95f1   428.80 blk/s  291.2 tx/s   39.7 Mgas/s      0+16664 Qed   #511430    7/25 peers      5 MiB chain  141 MiB db   44 MiB queue   30 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:32:01  Syncing  #498209 0x9a4d…8351   689.60 blk/s  303.6 tx/s   33.3 Mgas/s      0+13227 Qed   #511437    7/25 peers      5 MiB chain  141 MiB db   37 MiB queue   38 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:32:06  Syncing  #500997 0xfd9d…26eb   557.80 blk/s  396.2 tx/s   40.1 Mgas/s      0+20838 Qed   #521844    7/25 peers      5 MiB chain  140 MiB db   52 MiB queue   30 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:32:11  Syncing  #503241 0x60b7…2deb   448.13 blk/s  387.6 tx/s   66.0 Mgas/s      0+18594 Qed   #521844    7/25 peers      5 MiB chain  140 MiB db   45 MiB queue   30 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:32:16  Syncing  #505944 0x06cd…941d   540.80 blk/s  362.8 tx/s   60.1 Mgas/s      0+18942 Qed   #524892    7/25 peers      5 MiB chain  140 MiB db   43 MiB queue   32 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:32:21  Syncing  #509764 0x0d9c…6a33   763.54 blk/s  540.5 tx/s   48.6 Mgas/s      0+18555 Qed   #528321    7/25 peers      4 MiB chain  140 MiB db   42 MiB queue   30 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:32:26  Syncing  #513768 0x392c…c00f   800.80 blk/s  256.2 tx/s   28.9 Mgas/s      0+18230 Qed   #532004    7/25 peers      5 MiB chain  140 MiB db   41 MiB queue   27 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:32:31  Syncing  #518421 0x51da…aec1   930.01 blk/s  284.3 tx/s   29.3 Mgas/s      0+19543 Qed   #537973    7/25 peers      5 MiB chain  140 MiB db   43 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:32:36  Syncing  #522672 0xc330…7c54   850.60 blk/s  249.6 tx/s   37.0 Mgas/s      0+20248 Qed   #542926    7/25 peers      6 MiB chain  139 MiB db   43 MiB queue   30 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:32:41  Syncing  #526959 0x4e26…5a11   856.80 blk/s  328.2 tx/s   63.6 Mgas/s      0+17876 Qed   #544838    7/25 peers      5 MiB chain  138 MiB db   36 MiB queue   32 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:32:46  Syncing  #531375 0xeefc…d4f7   883.62 blk/s  228.0 tx/s   19.9 Mgas/s      0+20692 Qed   #552070    7/25 peers      6 MiB chain  138 MiB db   44 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:32:51  Syncing  #536176 0x1be4…c5d4   960.00 blk/s  223.0 tx/s   17.9 Mgas/s      0+18305 Qed   #554483    7/25 peers      4 MiB chain  138 MiB db   40 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:32:57  Syncing  #540793 0x6272…4b84   922.86 blk/s  225.6 tx/s   19.3 Mgas/s      0+17785 Qed   #562786    7/25 peers      5 MiB chain  138 MiB db   39 MiB queue   28 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:33:01  Syncing  #546128 0x1fcf…6060  1067.00 blk/s  534.2 tx/s   37.1 Mgas/s      0+17108 Qed   #563627    7/25 peers     10 MiB chain  138 MiB db   38 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:33:06  Syncing  #550370 0x25c4…0d32   848.51 blk/s  292.8 tx/s   32.3 Mgas/s      0+21889 Qed   #572263    9/25 peers      5 MiB chain  138 MiB db   47 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:33:11  Syncing  #555170 0xa731…6093   960.40 blk/s  307.6 tx/s   25.3 Mgas/s      0+18742 Qed   #573916    9/25 peers      6 MiB chain  139 MiB db   40 MiB queue   32 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:33:16  Syncing  #559663 0xe21d…3fd1   897.60 blk/s  244.4 tx/s   31.8 Mgas/s      0+19701 Qed   #579375    9/25 peers      6 MiB chain  139 MiB db   41 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:33:21  Syncing  #565459 0xc1f4…4e12  1159.50 blk/s  199.3 tx/s   21.4 Mgas/s      0+17207 Qed   #582678    9/25 peers      5 MiB chain  140 MiB db   36 MiB queue   30 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:33:26  Syncing  #569655 0x0baa…5ff6   839.20 blk/s  320.6 tx/s   28.0 Mgas/s      0+19122 Qed   #588780    9/25 peers      6 MiB chain  139 MiB db   41 MiB queue   31 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:33:31  Syncing  #574319 0xc9f6…0b84   932.61 blk/s  254.1 tx/s   21.1 Mgas/s      0+18384 Qed   #592710    9/25 peers      5 MiB chain  139 MiB db   40 MiB queue   31 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:33:36  Syncing  #578910 0x618f…a4a1   918.37 blk/s  268.5 tx/s   25.1 Mgas/s      0+18372 Qed   #597282    9/25 peers      5 MiB chain  139 MiB db   41 MiB queue   33 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:33:41  Syncing  #583070 0x8313…e44c   832.03 blk/s  255.5 tx/s   25.5 Mgas/s      0+18781 Qed   #601855    9/25 peers      6 MiB chain  139 MiB db   43 MiB queue   33 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:33:46  Syncing  #586865 0x597b…18f8   759.15 blk/s  304.1 tx/s   37.6 Mgas/s      0+20337 Qed   #607203    9/25 peers      3 MiB chain  139 MiB db   49 MiB queue   36 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:33:51  Syncing  #591057 0xadad…e007   838.40 blk/s  284.6 tx/s   37.3 Mgas/s      0+16137 Qed   #607203    9/25 peers      5 MiB chain  138 MiB db   39 MiB queue   36 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:33:56  Syncing  #595092 0x11e1…61a3   807.00 blk/s  259.8 tx/s   29.6 Mgas/s      0+19456 Qed   #614554    9/25 peers      5 MiB chain  138 MiB db   48 MiB queue   28 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:34:01  Syncing  #600021 0x0000…2b15   985.60 blk/s  289.6 tx/s   32.7 Mgas/s      0+14527 Qed   #615443    8/25 peers      6 MiB chain  138 MiB db   37 MiB queue   27 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:34:06  Syncing  #605221 0x3339…1cd4  1040.20 blk/s  303.6 tx/s   58.2 Mgas/s      0+16244 Qed   #622301    9/25 peers      5 MiB chain  138 MiB db   39 MiB queue   33 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:34:11  Syncing  #609137 0x207b…25aa   783.40 blk/s  302.2 tx/s   84.9 Mgas/s      0+16846 Qed   #625984    9/25 peers      6 MiB chain  139 MiB db   42 MiB queue   37 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:34:16  Syncing  #613552 0x2e52…5189   882.80 blk/s  241.0 tx/s   35.0 Mgas/s      0+20177 Qed   #633731    9/25 peers      5 MiB chain  139 MiB db   49 MiB queue   34 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:34:21  Syncing  #617524 0x6788…4ac9   794.40 blk/s  296.0 tx/s   27.2 Mgas/s      0+16205 Qed   #633731    9/25 peers      6 MiB chain  139 MiB db   41 MiB queue   34 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:34:26  Syncing  #621250 0x48b3…56ac   745.25 blk/s  270.7 tx/s   27.8 Mgas/s      0+16918 Qed   #638176    9/25 peers      4 MiB chain  138 MiB db   46 MiB queue   33 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:34:31  Syncing  #624063 0x84cf…c6f5   562.29 blk/s  357.3 tx/s   74.7 Mgas/s      0+14618 Qed   #638684    9/25 peers      5 MiB chain  138 MiB db   37 MiB queue   34 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:34:36  Syncing  #627563 0x9971…3d2d   714.29 blk/s  289.4 tx/s   50.3 Mgas/s      0+16575 Qed   #644145    9/25 peers      5 MiB chain  138 MiB db   44 MiB queue   33 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:34:41  Syncing  #630518 0x1ad3…91a3   591.00 blk/s  288.8 tx/s   41.4 Mgas/s      0+17562 Qed   #648084    9/25 peers      6 MiB chain  138 MiB db   46 MiB queue   28 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:34:46  Syncing  #634692 0x366d…541e   833.83 blk/s  332.9 tx/s   32.3 Mgas/s      0+14400 Qed   #649098    5/25 peers      5 MiB chain  136 MiB db   40 MiB queue   27 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:34:51  Syncing  #636999 0x45a6…943c   462.20 blk/s  377.2 tx/s   81.7 Mgas/s      0+23781 Qed   #660783    9/25 peers      5 MiB chain  136 MiB db   56 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:34:56  Syncing  #640216 0x38a1…9ace   643.40 blk/s  923.2 tx/s   58.1 Mgas/s      0+20565 Qed   #660783    9/25 peers      6 MiB chain  137 MiB db   46 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:35:01  Syncing  #644111 0x9960…6b97   779.00 blk/s  400.0 tx/s   51.4 Mgas/s      0+19331 Qed   #663449    9/25 peers      3 MiB chain  137 MiB db   43 MiB queue   33 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:35:06  Syncing  #647643 0x017d…c626   706.40 blk/s  415.6 tx/s   57.7 Mgas/s      0+20121 Qed   #667767   10/25 peers      3 MiB chain  137 MiB db   46 MiB queue   35 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:35:11  Syncing  #651226 0x2241…91a3   716.17 blk/s  356.0 tx/s   30.7 Mgas/s      0+17361 Qed   #671323   10/25 peers      6 MiB chain  137 MiB db   40 MiB queue   30 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:35:16  Syncing  #654812 0x333f…e980   717.09 blk/s  354.9 tx/s   32.4 Mgas/s      0+16513 Qed   #671323    9/25 peers      6 MiB chain  136 MiB db   43 MiB queue   30 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:35:21  Syncing  #658522 0xe3d7…b3e6   741.80 blk/s  323.8 tx/s   26.8 Mgas/s      0+16349 Qed   #674879    9/25 peers      6 MiB chain  136 MiB db   43 MiB queue   27 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:35:26  Syncing  #662272 0x203a…02a1   750.45 blk/s  308.1 tx/s   27.7 Mgas/s      0+13386 Qed   #676149    9/25 peers      6 MiB chain  136 MiB db   39 MiB queue   38 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:35:31  Syncing  #665389 0xa92e…0e0d   623.03 blk/s  396.4 tx/s   81.4 Mgas/s      0+19264 Qed   #684658    9/25 peers      5 MiB chain  136 MiB db   52 MiB queue   30 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:35:36  Syncing  #669118 0x885d…bb2f   745.80 blk/s  348.8 tx/s   73.8 Mgas/s      0+15532 Qed   #684658    9/25 peers      6 MiB chain  136 MiB db   41 MiB queue   30 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:35:41  Syncing  #671799 0xd772…ea1f   536.20 blk/s  438.0 tx/s   78.0 Mgas/s      0+16793 Qed   #688595    9/25 peers      6 MiB chain  136 MiB db   47 MiB queue   34 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:35:46  Syncing  #675472 0x8f7c…ebe2   734.60 blk/s  347.8 tx/s   60.1 Mgas/s      0+13121 Qed   #688595    9/25 peers      6 MiB chain  136 MiB db   37 MiB queue   36 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:35:51  Syncing  #679400 0x3c68…d372   785.60 blk/s  491.0 tx/s   49.3 Mgas/s      0+14395 Qed   #693805    9/25 peers      5 MiB chain  136 MiB db   40 MiB queue   32 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:35:56  Syncing  #682459 0xb7ab…0eb1   611.80 blk/s  488.6 tx/s   48.7 Mgas/s      0+16031 Qed   #698501    9/25 peers      5 MiB chain  135 MiB db   41 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:36:01  Syncing  #686199 0x80a5…3ab9   748.20 blk/s  290.2 tx/s   44.7 Mgas/s      0+15474 Qed   #701676    8/25 peers      3 MiB chain  135 MiB db   40 MiB queue   27 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:36:06  Syncing  #689091 0xd9c7…2b1d   578.00 blk/s  358.2 tx/s  162.5 Mgas/s      0+18553 Qed   #707647    9/25 peers      5 MiB chain  136 MiB db   47 MiB queue   33 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:36:11  Syncing  #692249 0x3f8d…6b29   631.67 blk/s  293.1 tx/s   30.9 Mgas/s      0+15397 Qed   #707647    9/25 peers      6 MiB chain  136 MiB db   40 MiB queue   33 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:36:16  Syncing  #696269 0x48a9…d1b5   804.16 blk/s  310.9 tx/s   29.0 Mgas/s      0+17090 Qed   #713360   10/25 peers      6 MiB chain  136 MiB db   44 MiB queue   30 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:36:21  Syncing  #699930 0x7bda…80b5   732.40 blk/s  304.0 tx/s   28.5 Mgas/s      0+20023 Qed   #719965    9/25 peers      5 MiB chain  135 MiB db   51 MiB queue   32 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:36:26  Syncing  #703387 0x19f0…aff1   690.51 blk/s  347.3 tx/s   63.0 Mgas/s      0+16567 Qed   #719965    9/25 peers      4 MiB chain  135 MiB db   41 MiB queue   32 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:36:31  Syncing  #706243 0xf73b…2bd5   571.40 blk/s  347.8 tx/s  116.4 Mgas/s      0+17520 Qed   #723774    9/25 peers      5 MiB chain  135 MiB db   40 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:36:36  Syncing  #710419 0x6e2e…64ed   835.00 blk/s  232.8 tx/s   37.6 Mgas/s      0+16646 Qed   #727076    6/25 peers      5 MiB chain  135 MiB db   39 MiB queue   28 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:36:41  Syncing  #716000 0x48f0…bb0e  1115.98 blk/s  188.6 tx/s   31.9 Mgas/s      0+22115 Qed   #738125    9/25 peers      5 MiB chain  136 MiB db   52 MiB queue   28 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:36:46  Syncing  #720408 0xacf2…b303   881.75 blk/s  176.1 tx/s   49.5 Mgas/s      0+17711 Qed   #738125    9/25 peers      6 MiB chain  136 MiB db   41 MiB queue   28 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:36:51  Syncing  #724065 0xc840…1984   731.60 blk/s  384.8 tx/s   64.6 Mgas/s      0+21925 Qed   #745999    9/25 peers      5 MiB chain  136 MiB db   49 MiB queue   31 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:36:56  Syncing  #726625 0xc0dd…33e2   512.00 blk/s  242.4 tx/s   29.2 Mgas/s      0+19369 Qed   #745999    9/25 peers      6 MiB chain  136 MiB db   43 MiB queue   31 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:37:01  Syncing  #729407 0x153d…9e39   556.07 blk/s  368.4 tx/s   47.9 Mgas/s      0+19131 Qed   #748545   10/25 peers      5 MiB chain  136 MiB db   42 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:37:06  Syncing  #733140 0xea2e…744f   746.30 blk/s  318.3 tx/s   41.3 Mgas/s      0+17933 Qed   #751079   11/25 peers      6 MiB chain  136 MiB db   39 MiB queue   29 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:37:11  Syncing  #738696 0x1cff…0e2c  1110.80 blk/s  194.0 tx/s   19.5 Mgas/s      0+20509 Qed   #759211   11/25 peers      6 MiB chain  136 MiB db   47 MiB queue   33 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:37:16  Syncing  #742528 0xadf5…3a4b   766.80 blk/s  306.0 tx/s   46.5 Mgas/s      0+16681 Qed   #759211   11/25 peers      5 MiB chain  136 MiB db   39 MiB queue   33 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:37:21  Syncing  #746479 0x5413…f42e   790.40 blk/s  325.8 tx/s   42.8 Mgas/s      0+18813 Qed   #765303   11/25 peers      6 MiB chain  136 MiB db   46 MiB queue   30 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:37:26  Syncing  #750702 0xa7da…1e8b   843.63 blk/s  363.7 tx/s   37.2 Mgas/s      0+17141 Qed   #767843   11/25 peers      5 MiB chain  135 MiB db   42 MiB queue   31 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:37:31  Syncing  #754383 0xb289…50e6   736.51 blk/s  410.4 tx/s   41.8 Mgas/s      0+17521 Qed   #771907   11/25 peers      5 MiB chain  135 MiB db   43 MiB queue   32 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:37:36  Syncing  #756952 0xcf4a…0921   512.68 blk/s  382.7 tx/s   50.5 Mgas/s      0+17111 Qed   #774065   11/25 peers      6 MiB chain  135 MiB db   41 MiB queue   31 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:37:41  Syncing  #760582 0x58c2…6b0e   726.98 blk/s  345.9 tx/s   47.9 Mgas/s      0+17286 Qed   #777876   11/25 peers      6 MiB chain  135 MiB db   41 MiB queue   32 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:37:46  Syncing  #763715 0xf4a0…7697   626.60 blk/s  418.0 tx/s   88.7 Mgas/s      0+18853 Qed   #782575   11/25 peers      6 MiB chain  135 MiB db   42 MiB queue   31 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:37:51  Syncing  #767532 0xa912…8a89   763.20 blk/s  411.6 tx/s   52.1 Mgas/s      0+18085 Qed   #785623   11/25 peers      5 MiB chain  135 MiB db   45 MiB queue   27 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:37:56  Syncing  #770875 0x0ea8…6154   668.80 blk/s  331.8 tx/s   51.4 Mgas/s      0+16388 Qed   #787274   11/25 peers      5 MiB chain  135 MiB db   40 MiB queue   28 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:38:01  Syncing  #774399 0x8dcd…c00f   703.00 blk/s  330.6 tx/s   36.4 Mgas/s      0+22651 Qed   #797053   11/25 peers      5 MiB chain  135 MiB db   60 MiB queue   31 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:38:06  Syncing  #778030 0xc520…c26a   727.80 blk/s  278.4 tx/s   30.2 Mgas/s      0+19015 Qed   #797053   11/25 peers      6 MiB chain  135 MiB db   52 MiB queue   31 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:38:11  Syncing  #781602 0x3635…1d1c   714.60 blk/s  315.8 tx/s   33.6 Mgas/s      0+15451 Qed   #797053   11/25 peers      5 MiB chain  135 MiB db   44 MiB queue   31 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:38:16  Syncing  #785038 0x5134…c945   687.20 blk/s  420.8 tx/s   91.3 Mgas/s      0+14677 Qed   #799723   11/25 peers      5 MiB chain  135 MiB db   42 MiB queue   37 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:38:21  Syncing  #789757 0x03dc…2ab7   943.60 blk/s  343.8 tx/s   54.9 Mgas/s      0+16945 Qed   #806707   11/25 peers      6 MiB chain  135 MiB db   49 MiB queue   32 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:38:26  Syncing  #791859 0xfbd7…8755   420.80 blk/s  403.0 tx/s   49.8 Mgas/s      0+14845 Qed   #806707   11/25 peers      6 MiB chain  135 MiB db   42 MiB queue   32 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
2020-06-23 11:38:31  Syncing  #794925 0x764f…e752   613.08 blk/s  359.1 tx/s   41.4 Mgas/s      0+16724 Qed   #811658   11/25 peers      5 MiB chain  135 MiB db   50 MiB queue   27 MiB sync  RPC:  0 conn,    0 req/s,    0 µs
